Features.Entropy.Mean,Features.Entropy.NonAggregated,Features.Entropy.Skew,Features.Entropy.StandardDeviation,Features.Kurtosis.Mean,Features.Kurtosis.NonAggregated,Features.Kurtosis.Skew,Features.Kurtosis.StandardDeviation,Features.Mean.Mean,Features.Mean.NonAggregated,Features.Mean.Skew,Features.Mean.StandardDeviation,Features.MutualInformation.Mean,Features.MutualInformation.NonAggregated,Features.MutualInformation.Skew,Features.MutualInformation.StandardDeviation,Features.PearsonCorrelation.Mean,Features.PearsonCorrelation.Skew,Features.PearsonCorrelation.StandardDeviation,Features.Skew.Mean,Features.Skew.NonAggregated,Features.Skew.Skew,Features.Skew.StandardDeviation,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.NonAggregated,Features.SpearmanCorrelation.Skew,Features.SpearmanCorrelation.StandardDeviation,FeaturesLabels.MutualInformation.Mean,FeaturesLabels.MutualInformation.NonAggregated,FeaturesLabels.MutualInformation.StandardDeviation,FeaturesLabels.PearsonCorrelation.Mean,FeaturesLabels.PearsonCorrelation.Skew,FeaturesLabels.PearsonCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.NonAggregated,FeaturesLabels.SpearmanCorrelation.Skew,FeaturesLabels.SpearmanCorrelation.StandardDeviation,Labels.Entropy.NonAggregated,Labels.Kurtosis.Mean,Labels.Kurtosis.NonAggregated,Labels.Kurtosis.Skew,Labels.Kurtosis.StandardDeviation,Labels.Mean.Mean,Labels.Mean.NonAggregated,Labels.Mean.Skew,Labels.Mean.StandardDeviation,Labels.Skew.Mean,Labels.Skew.NonAggregated,Labels.Skew.Skew,Labels.Skew.StandardDeviation,Labels.SpearmanCorrelation.NonAggregated,algorithm,algorithm win,attributes categorical,attributes numerical,attributes total,dimensionality,f1,f10,f100,f101,f102,f103,f104,f105,f11,f12,f13,f14,f15,f16,f17,f18,f19,f2,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f3,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f4,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f5,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f6,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f7,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f8,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f9,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,instances,instances_with_missing_val,missing values,name,non-zero values,nonzero_vals_cnt,ratio_of_discrete_features,ratio_of_numeric_features
,3.4594316189999996,,,1.221514742,,,2.558606991,2634.4153850000002,,,3711.0059479999995,,,,,0.262523648,,0.18454084199999998,0.8175764040000001,,,1.040861756,0.253623623,,,0.063259063,,,,0.36493733799999994,,0.351432859,0.488612836,,,0.365927292,,,4.823332616,,,,3.3410256410000003,,,,2.043314858,,,,KiGb,1.0,0.0,4.0,4.0,0.102564103,-0.027520064,0.8260014370000001,0.441176471,0.9227882540000001,0.7866222629999999,0.40200769299999994,0.308363432,0.90201229,0.939161535,0.436567417,0.987763215,0.929039701,0.09842686199999999,-0.128116062,0.046514911,0.44904960200000005,0.655476818,0.933712799,0.03583169,0.605276802,0.565084805,-0.018961798999999998,0.10171323199999999,0.6794650409999999,-0.034076514,-0.20942462,0.8421892940000001,-0.695138053,0.9731110070000001,0.8867562459999999,-0.38339123799999997,0.92271212,0.667808889,-0.47019622200000005,0.652963624,0.9847476209999999,0.41284967899999997,0.934719457,0.7692525309999999,-0.7682079509999999,-0.746035483,0.65037066,-0.48746949700000003,0.7735530620000001,0.318676678,-0.738644898,0.8931738459999999,0.857746097,0.376653849,0.954583858,0.776166947,0.981562307,-0.599493386,0.370307822,-0.631013366,-0.281411284,0.731656975,-0.663821005,-0.69687588,-0.45032367,-0.762641899,-0.45817155,-0.700877153,-0.042605107,0.795841848,0.8591067059999999,-0.197035092,0.485200995,0.8804765929999999,0.578853551,0.7774181440000001,0.544021765,0.857046959,-0.42148257100000003,0.143044866,0.616705783,-0.38380333299999997,-0.351726741,0.362049564,-0.484797317,-0.508046759,0.634276897,-0.432715364,0.463357034,0.591421156,0.882339255,0.285915465,0.866100458,0.7153183040000001,0.161880631,0.179216519,0.66153703,0.417378256,0.463029003,-0.663955592,0.216467283,-0.654594931,-0.500046915,-0.033449053,-0.635485084,-0.7729042620000001,0.669168348,0.41287114799999997,0.8045405520000001,0.912007505,39.0,0.0,0.0,Acorns,,156.0,0.0,1.0
,3.4594316189999996,,,1.221514742,,,2.558606991,2634.4153850000002,,,3711.0059479999995,,,,,0.262523648,,0.18454084199999998,0.8175764040000001,,,1.040861756,0.253623623,,,0.063259063,,,,0.36493733799999994,,0.351432859,0.488612836,,,0.365927292,,,4.823332616,,,,3.3410256410000003,,,,2.043314858,,,,MERCS,0.0,0.0,4.0,4.0,0.102564103,-0.027520064,0.8260014370000001,0.441176471,0.9227882540000001,0.7866222629999999,0.40200769299999994,0.308363432,0.90201229,0.939161535,0.436567417,0.987763215,0.929039701,0.09842686199999999,-0.128116062,0.046514911,0.44904960200000005,0.655476818,0.933712799,0.03583169,0.605276802,0.565084805,-0.018961798999999998,0.10171323199999999,0.6794650409999999,-0.034076514,-0.20942462,0.8421892940000001,-0.695138053,0.9731110070000001,0.8867562459999999,-0.38339123799999997,0.92271212,0.667808889,-0.47019622200000005,0.652963624,0.9847476209999999,0.41284967899999997,0.934719457,0.7692525309999999,-0.7682079509999999,-0.746035483,0.65037066,-0.48746949700000003,0.7735530620000001,0.318676678,-0.738644898,0.8931738459999999,0.857746097,0.376653849,0.954583858,0.776166947,0.981562307,-0.599493386,0.370307822,-0.631013366,-0.281411284,0.731656975,-0.663821005,-0.69687588,-0.45032367,-0.762641899,-0.45817155,-0.700877153,-0.042605107,0.795841848,0.8591067059999999,-0.197035092,0.485200995,0.8804765929999999,0.578853551,0.7774181440000001,0.544021765,0.857046959,-0.42148257100000003,0.143044866,0.616705783,-0.38380333299999997,-0.351726741,0.362049564,-0.484797317,-0.508046759,0.634276897,-0.432715364,0.463357034,0.591421156,0.882339255,0.285915465,0.866100458,0.7153183040000001,0.161880631,0.179216519,0.66153703,0.417378256,0.463029003,-0.663955592,0.216467283,-0.654594931,-0.500046915,-0.033449053,-0.635485084,-0.7729042620000001,0.669168348,0.41287114799999997,0.8045405520000001,0.912007505,39.0,0.0,0.0,Acorns,,156.0,0.0,1.0
,3.4594316189999996,,,1.221514742,,,2.558606991,2634.4153850000002,,,3711.0059479999995,,,,,0.262523648,,0.18454084199999998,0.8175764040000001,,,1.040861756,0.253623623,,,0.063259063,,,,0.36493733799999994,,0.351432859,0.488612836,,,0.365927292,,,4.823332616,,,,3.3410256410000003,,,,2.043314858,,,,XBART,0.0,0.0,4.0,4.0,0.102564103,-0.027520064,0.8260014370000001,0.441176471,0.9227882540000001,0.7866222629999999,0.40200769299999994,0.308363432,0.90201229,0.939161535,0.436567417,0.987763215,0.929039701,0.09842686199999999,-0.128116062,0.046514911,0.44904960200000005,0.655476818,0.933712799,0.03583169,0.605276802,0.565084805,-0.018961798999999998,0.10171323199999999,0.6794650409999999,-0.034076514,-0.20942462,0.8421892940000001,-0.695138053,0.9731110070000001,0.8867562459999999,-0.38339123799999997,0.92271212,0.667808889,-0.47019622200000005,0.652963624,0.9847476209999999,0.41284967899999997,0.934719457,0.7692525309999999,-0.7682079509999999,-0.746035483,0.65037066,-0.48746949700000003,0.7735530620000001,0.318676678,-0.738644898,0.8931738459999999,0.857746097,0.376653849,0.954583858,0.776166947,0.981562307,-0.599493386,0.370307822,-0.631013366,-0.281411284,0.731656975,-0.663821005,-0.69687588,-0.45032367,-0.762641899,-0.45817155,-0.700877153,-0.042605107,0.795841848,0.8591067059999999,-0.197035092,0.485200995,0.8804765929999999,0.578853551,0.7774181440000001,0.544021765,0.857046959,-0.42148257100000003,0.143044866,0.616705783,-0.38380333299999997,-0.351726741,0.362049564,-0.484797317,-0.508046759,0.634276897,-0.432715364,0.463357034,0.591421156,0.882339255,0.285915465,0.866100458,0.7153183040000001,0.161880631,0.179216519,0.66153703,0.417378256,0.463029003,-0.663955592,0.216467283,-0.654594931,-0.500046915,-0.033449053,-0.635485084,-0.7729042620000001,0.669168348,0.41287114799999997,0.8045405520000001,0.912007505,39.0,0.0,0.0,Acorns,,156.0,0.0,1.0
,3.4594316189999996,,,1.221514742,,,2.558606991,2634.4153850000002,,,3711.0059479999995,,,,,0.262523648,,0.18454084199999998,0.8175764040000001,,,1.040861756,0.253623623,,,0.063259063,,,,0.36493733799999994,,0.351432859,0.488612836,,,0.365927292,,,4.823332616,,,,3.3410256410000003,,,,2.043314858,,,,XGBoost,0.0,0.0,4.0,4.0,0.102564103,-0.027520064,0.8260014370000001,0.441176471,0.9227882540000001,0.7866222629999999,0.40200769299999994,0.308363432,0.90201229,0.939161535,0.436567417,0.987763215,0.929039701,0.09842686199999999,-0.128116062,0.046514911,0.44904960200000005,0.655476818,0.933712799,0.03583169,0.605276802,0.565084805,-0.018961798999999998,0.10171323199999999,0.6794650409999999,-0.034076514,-0.20942462,0.8421892940000001,-0.695138053,0.9731110070000001,0.8867562459999999,-0.38339123799999997,0.92271212,0.667808889,-0.47019622200000005,0.652963624,0.9847476209999999,0.41284967899999997,0.934719457,0.7692525309999999,-0.7682079509999999,-0.746035483,0.65037066,-0.48746949700000003,0.7735530620000001,0.318676678,-0.738644898,0.8931738459999999,0.857746097,0.376653849,0.954583858,0.776166947,0.981562307,-0.599493386,0.370307822,-0.631013366,-0.281411284,0.731656975,-0.663821005,-0.69687588,-0.45032367,-0.762641899,-0.45817155,-0.700877153,-0.042605107,0.795841848,0.8591067059999999,-0.197035092,0.485200995,0.8804765929999999,0.578853551,0.7774181440000001,0.544021765,0.857046959,-0.42148257100000003,0.143044866,0.616705783,-0.38380333299999997,-0.351726741,0.362049564,-0.484797317,-0.508046759,0.634276897,-0.432715364,0.463357034,0.591421156,0.882339255,0.285915465,0.866100458,0.7153183040000001,0.161880631,0.179216519,0.66153703,0.417378256,0.463029003,-0.663955592,0.216467283,-0.654594931,-0.500046915,-0.033449053,-0.635485084,-0.7729042620000001,0.669168348,0.41287114799999997,0.8045405520000001,0.912007505,39.0,0.0,0.0,Acorns,,156.0,0.0,1.0
,,,,-0.784560085,,,0.46209724399999996,55.50353438,,,104.5027152,,,,,0.329916423,,0.341776161,-0.103135251,,,0.159203633,0.663755173,,,0.125750835,,,,0.37984791100000004,,0.39068541799999995,0.771040353,,,0.12237029,,,-0.39924143100000004,,,,0.72435,,,,-0.35212128600000003,,,,KiGb,0.0,0.0,8.0,8.0,0.02,0.568193611,0.920879785,0.771933907,0.944124512,0.886891219,0.692787596,0.666137176,0.980943949,0.9419584440000001,0.687142494,0.997754025,0.9845129909999999,0.6681046939999999,0.553803766,0.676776287,0.8426043540000001,0.908504425,0.941249385,0.669129244,0.893544077,0.834845521,0.6154042129999999,0.667365077,0.9496731279999999,0.575678623,0.5493206,0.905658368,0.178011353,0.9928542459999999,0.916796756,0.49573760899999997,0.96909967,0.774850912,0.33822363299999997,0.803719698,0.99854496,0.7661573070000001,0.945062645,0.885902208,0.099878626,0.10143015699999999,0.745386485,0.39133589,0.8564708129999999,0.6840604790000001,0.21873584899999998,0.943777093,0.9063991459999999,0.6712331140000001,0.9901091890000001,0.7873521240000001,0.9978174879999999,0.41441664799999994,0.701002508,0.20307309,0.46162190700000005,0.926732824,0.18164015,0.175824015,0.533591122,0.105548095,0.40287174,0.104400688,0.693318917,0.929361146,0.8952229009999999,0.595818429,0.673156972,0.9085656870000001,0.8490337309999999,0.798524118,0.723392747,0.8934841309999999,0.502257289,0.832700951,0.831864136,0.48457114799999995,0.49628603299999996,0.8383702209999999,0.408836419,0.38781519700000006,0.802551118,0.363578875,0.70285406,0.754626042,0.959223869,0.7299570759999999,0.898908888,0.83719659,0.637564438,0.7091618479999999,0.764542616,0.8737815320000001,0.7172607609999999,0.227795055,0.6725293609999999,0.290274661,0.33292135,0.693767795,0.23798235,0.216294595,0.8049855229999999,0.71945318,0.9187191809999999,0.9525978759999999,400.0,0.0,0.0,Admission_Predict_kaggle,,3200.0,0.0,1.0
,,,,-0.784560085,,,0.46209724399999996,55.50353438,,,104.5027152,,,,,0.329916423,,0.341776161,-0.103135251,,,0.159203633,0.663755173,,,0.125750835,,,,0.37984791100000004,,0.39068541799999995,0.771040353,,,0.12237029,,,-0.39924143100000004,,,,0.72435,,,,-0.35212128600000003,,,,MERCS,0.0,0.0,8.0,8.0,0.02,0.568193611,0.920879785,0.771933907,0.944124512,0.886891219,0.692787596,0.666137176,0.980943949,0.9419584440000001,0.687142494,0.997754025,0.9845129909999999,0.6681046939999999,0.553803766,0.676776287,0.8426043540000001,0.908504425,0.941249385,0.669129244,0.893544077,0.834845521,0.6154042129999999,0.667365077,0.9496731279999999,0.575678623,0.5493206,0.905658368,0.178011353,0.9928542459999999,0.916796756,0.49573760899999997,0.96909967,0.774850912,0.33822363299999997,0.803719698,0.99854496,0.7661573070000001,0.945062645,0.885902208,0.099878626,0.10143015699999999,0.745386485,0.39133589,0.8564708129999999,0.6840604790000001,0.21873584899999998,0.943777093,0.9063991459999999,0.6712331140000001,0.9901091890000001,0.7873521240000001,0.9978174879999999,0.41441664799999994,0.701002508,0.20307309,0.46162190700000005,0.926732824,0.18164015,0.175824015,0.533591122,0.105548095,0.40287174,0.104400688,0.693318917,0.929361146,0.8952229009999999,0.595818429,0.673156972,0.9085656870000001,0.8490337309999999,0.798524118,0.723392747,0.8934841309999999,0.502257289,0.832700951,0.831864136,0.48457114799999995,0.49628603299999996,0.8383702209999999,0.408836419,0.38781519700000006,0.802551118,0.363578875,0.70285406,0.754626042,0.959223869,0.7299570759999999,0.898908888,0.83719659,0.637564438,0.7091618479999999,0.764542616,0.8737815320000001,0.7172607609999999,0.227795055,0.6725293609999999,0.290274661,0.33292135,0.693767795,0.23798235,0.216294595,0.8049855229999999,0.71945318,0.9187191809999999,0.9525978759999999,400.0,0.0,0.0,Admission_Predict_kaggle,,3200.0,0.0,1.0
,,,,-0.784560085,,,0.46209724399999996,55.50353438,,,104.5027152,,,,,0.329916423,,0.341776161,-0.103135251,,,0.159203633,0.663755173,,,0.125750835,,,,0.37984791100000004,,0.39068541799999995,0.771040353,,,0.12237029,,,-0.39924143100000004,,,,0.72435,,,,-0.35212128600000003,,,,XBART,0.0,0.0,8.0,8.0,0.02,0.568193611,0.920879785,0.771933907,0.944124512,0.886891219,0.692787596,0.666137176,0.980943949,0.9419584440000001,0.687142494,0.997754025,0.9845129909999999,0.6681046939999999,0.553803766,0.676776287,0.8426043540000001,0.908504425,0.941249385,0.669129244,0.893544077,0.834845521,0.6154042129999999,0.667365077,0.9496731279999999,0.575678623,0.5493206,0.905658368,0.178011353,0.9928542459999999,0.916796756,0.49573760899999997,0.96909967,0.774850912,0.33822363299999997,0.803719698,0.99854496,0.7661573070000001,0.945062645,0.885902208,0.099878626,0.10143015699999999,0.745386485,0.39133589,0.8564708129999999,0.6840604790000001,0.21873584899999998,0.943777093,0.9063991459999999,0.6712331140000001,0.9901091890000001,0.7873521240000001,0.9978174879999999,0.41441664799999994,0.701002508,0.20307309,0.46162190700000005,0.926732824,0.18164015,0.175824015,0.533591122,0.105548095,0.40287174,0.104400688,0.693318917,0.929361146,0.8952229009999999,0.595818429,0.673156972,0.9085656870000001,0.8490337309999999,0.798524118,0.723392747,0.8934841309999999,0.502257289,0.832700951,0.831864136,0.48457114799999995,0.49628603299999996,0.8383702209999999,0.408836419,0.38781519700000006,0.802551118,0.363578875,0.70285406,0.754626042,0.959223869,0.7299570759999999,0.898908888,0.83719659,0.637564438,0.7091618479999999,0.764542616,0.8737815320000001,0.7172607609999999,0.227795055,0.6725293609999999,0.290274661,0.33292135,0.693767795,0.23798235,0.216294595,0.8049855229999999,0.71945318,0.9187191809999999,0.9525978759999999,400.0,0.0,0.0,Admission_Predict_kaggle,,3200.0,0.0,1.0
,,,,-0.784560085,,,0.46209724399999996,55.50353438,,,104.5027152,,,,,0.329916423,,0.341776161,-0.103135251,,,0.159203633,0.663755173,,,0.125750835,,,,0.37984791100000004,,0.39068541799999995,0.771040353,,,0.12237029,,,-0.39924143100000004,,,,0.72435,,,,-0.35212128600000003,,,,XGBoost,1.0,0.0,8.0,8.0,0.02,0.568193611,0.920879785,0.771933907,0.944124512,0.886891219,0.692787596,0.666137176,0.980943949,0.9419584440000001,0.687142494,0.997754025,0.9845129909999999,0.6681046939999999,0.553803766,0.676776287,0.8426043540000001,0.908504425,0.941249385,0.669129244,0.893544077,0.834845521,0.6154042129999999,0.667365077,0.9496731279999999,0.575678623,0.5493206,0.905658368,0.178011353,0.9928542459999999,0.916796756,0.49573760899999997,0.96909967,0.774850912,0.33822363299999997,0.803719698,0.99854496,0.7661573070000001,0.945062645,0.885902208,0.099878626,0.10143015699999999,0.745386485,0.39133589,0.8564708129999999,0.6840604790000001,0.21873584899999998,0.943777093,0.9063991459999999,0.6712331140000001,0.9901091890000001,0.7873521240000001,0.9978174879999999,0.41441664799999994,0.701002508,0.20307309,0.46162190700000005,0.926732824,0.18164015,0.175824015,0.533591122,0.105548095,0.40287174,0.104400688,0.693318917,0.929361146,0.8952229009999999,0.595818429,0.673156972,0.9085656870000001,0.8490337309999999,0.798524118,0.723392747,0.8934841309999999,0.502257289,0.832700951,0.831864136,0.48457114799999995,0.49628603299999996,0.8383702209999999,0.408836419,0.38781519700000006,0.802551118,0.363578875,0.70285406,0.754626042,0.959223869,0.7299570759999999,0.898908888,0.83719659,0.637564438,0.7091618479999999,0.764542616,0.8737815320000001,0.7172607609999999,0.227795055,0.6725293609999999,0.290274661,0.33292135,0.693767795,0.23798235,0.216294595,0.8049855229999999,0.71945318,0.9187191809999999,0.9525978759999999,400.0,0.0,0.0,Admission_Predict_kaggle,,3200.0,0.0,1.0
,,,,0.759885826,,,2.501000919,511.5012084,,,1062.983908,,,,,0.047128055,,0.34822953700000003,0.7996627479999999,,,0.868559175,-0.06897769200000001,,,0.30974946,,,,0.0024544989999999997,,0.334930075,0.018632469,,,0.46273596100000003,,,-0.31713243399999996,,,,124.83594280000001,,,,-0.41853395600000004,,,,KiGb,0.0,0.0,6.0,6.0,0.003992016,0.6800328590000001,0.931020396,0.812248656,0.976623116,0.935722312,0.818665662,0.806231415,0.979390249,0.982254007,0.820972932,0.995819798,0.9822148940000001,0.699097615,0.661335215,0.7819879740000001,0.770084639,0.894612544,0.9768226309999999,0.689417066,0.86148962,0.84427907,0.734047144,0.700565109,0.918507958,0.67768666,0.652649711,0.9450254220000001,0.34562048,0.9917800999999999,0.9786652109999999,0.47130054200000004,0.993125796,0.894222147,0.39699070799999997,0.86847004,0.998935895,0.80474272,0.972267688,0.924912257,0.33361442399999996,0.332666854,0.894194022,0.45755599700000005,0.909992692,0.845067047,0.359577356,0.947467492,0.954088405,0.8133703409999999,0.9894281629999999,0.9356997979999999,0.9976252959999999,0.44077855200000005,0.886301234,0.34003324,0.538238287,0.96109534,0.421314914,0.350011554,0.605538005,0.317381357,0.462367937,0.335207744,0.569495592,0.9810562829999999,0.91505972,0.509311256,0.83786178,0.9750428879999999,0.827019312,0.927672838,0.870583285,0.951382605,0.465301003,0.634288025,0.9397539290000001,0.563745756,0.476242099,0.747470049,0.446918879,0.458440203,0.879200848,0.39764243200000005,0.8720321209999999,0.832335686,0.988004715,0.7754558709999999,0.9461458420000001,0.885830659,0.597734365,0.831689745,0.8935202990000001,0.9101957620000001,0.8794585640000001,0.369940593,0.82528836,0.456090379,0.398318157,0.642978431,0.35971420200000004,0.356808241,0.8782528940000001,0.85228184,0.927706357,0.951140014,1503.0,0.0,0.0,airfoil_self_noise_uci,,9018.0,0.0,1.0
,,,,0.759885826,,,2.501000919,511.5012084,,,1062.983908,,,,,0.047128055,,0.34822953700000003,0.7996627479999999,,,0.868559175,-0.06897769200000001,,,0.30974946,,,,0.0024544989999999997,,0.334930075,0.018632469,,,0.46273596100000003,,,-0.31713243399999996,,,,124.83594280000001,,,,-0.41853395600000004,,,,MERCS,1.0,0.0,6.0,6.0,0.003992016,0.6800328590000001,0.931020396,0.812248656,0.976623116,0.935722312,0.818665662,0.806231415,0.979390249,0.982254007,0.820972932,0.995819798,0.9822148940000001,0.699097615,0.661335215,0.7819879740000001,0.770084639,0.894612544,0.9768226309999999,0.689417066,0.86148962,0.84427907,0.734047144,0.700565109,0.918507958,0.67768666,0.652649711,0.9450254220000001,0.34562048,0.9917800999999999,0.9786652109999999,0.47130054200000004,0.993125796,0.894222147,0.39699070799999997,0.86847004,0.998935895,0.80474272,0.972267688,0.924912257,0.33361442399999996,0.332666854,0.894194022,0.45755599700000005,0.909992692,0.845067047,0.359577356,0.947467492,0.954088405,0.8133703409999999,0.9894281629999999,0.9356997979999999,0.9976252959999999,0.44077855200000005,0.886301234,0.34003324,0.538238287,0.96109534,0.421314914,0.350011554,0.605538005,0.317381357,0.462367937,0.335207744,0.569495592,0.9810562829999999,0.91505972,0.509311256,0.83786178,0.9750428879999999,0.827019312,0.927672838,0.870583285,0.951382605,0.465301003,0.634288025,0.9397539290000001,0.563745756,0.476242099,0.747470049,0.446918879,0.458440203,0.879200848,0.39764243200000005,0.8720321209999999,0.832335686,0.988004715,0.7754558709999999,0.9461458420000001,0.885830659,0.597734365,0.831689745,0.8935202990000001,0.9101957620000001,0.8794585640000001,0.369940593,0.82528836,0.456090379,0.398318157,0.642978431,0.35971420200000004,0.356808241,0.8782528940000001,0.85228184,0.927706357,0.951140014,1503.0,0.0,0.0,airfoil_self_noise_uci,,9018.0,0.0,1.0
